"","Cand_Name","Cand_Office_St","Cand_Office_Dist","Cand_Party_Affiliation","Year","recent_presidential_vote","percent_bachelor_or_above","gov_party","Party_Previous_Vote_Share","Incumbent","minority_percentage","Gender","Presidential_Approval_Rating","Same_Party_As_President","seat_transition","Median_Income","name_commonness","Primary.Vote.Percent","labor_force","Raised","Spent"
"651","EDWARDS, RANDOLPH","FL",12,"DEM",2010,0.291468853,20,"REP",0.425373573,0,0.24596,"1",0.47,TRUE,0,42150,500,"75.15","71.3",657352.61,655719.53
"656","LINDSEY, JOHN W JR","FL",12,"REP",2010,0.291468853,20,"REP",0.574626427,0,0.24596,"1",0.47,FALSE,0,42150,6,"31.02","71.3",1174682.32,1151468.58
"650","OSINSKI, JOHN V","FL",12,"IND",2010,0.291468853,20,"REP",0,0,0.24596,"1",0.47,FALSE,0,42150,6,"","71.3",NA,NA
"652","ROSS, DENNIS ALAN","FL",12,"REP",2010,0.291468853,20,"REP",0.574626427,0,0.24596,"1",0.47,FALSE,0,42150,59,"68.98","71.3",1174682.32,1151468.58
"654","SNIDER, THOMAS K","FL",12,"LIB",2010,0.291468853,20,"REP",0,0,0.24596,"1",0.47,FALSE,0,42150,20,"","71.3",NA,NA
"657","TUDOR, DOUGLAS DAVID","FL",12,"DEM",2010,0.291468853,20,"REP",0.425373573,0,0.24596,"1",0.47,TRUE,0,42150,50,"24.85","71.3",657352.61,655719.53
"655","WILKINSON, RANDY","FL",12,"REP",2010,0.291468853,20,"REP",0.574626427,0,0.24596,"1",0.47,FALSE,0,42150,77,"","71.3",1174682.32,1151468.58
"659","BALDAUF, DON","FL",13,"REP",2010,NA,26.8,"REP",0.555391906,0,0.11361,"1",0.47,FALSE,0,45514,42,"16.55","72.3",2078743.41,973705.05
"660","BUCHANAN, VERNON","FL",13,"REP",2010,NA,26.8,"REP",0.555391906,1,0.11361,"1",0.47,FALSE,0,45514,500,"83.45","72.3",2078743.41,973705.05
"661","EATON, RICHARD CHRISTOPHER","FL",13,"DEM",2010,NA,26.8,"REP",0.374914401,0,0.11361,"1",0.47,TRUE,0,45514,16,"43.31","72.3",130265.67,129392.21
"658","GOLDEN, JAMES THEOPOLIS","FL",13,"DEM",2010,NA,26.8,"REP",0.374914401,0,0.11361,"1",0.47,TRUE,0,45514,5,"56.69","72.3",130265.67,129392.21
"665","MACK, CONNIE","FL",14,"REP",2010,0.23804039,27.5,"REP",0.594356574,0,0.14067,"0",0.47,FALSE,4,46905,160,"100.00","72.07333",963782.24,1055865.11
"662","NEELD, ROBERT M. JR.","FL",14,"DEM",2010,0.23804039,27.5,"REP",0.247664009,0,0.14067,"1",0.47,TRUE,4,46905,7,"","72.07333",65455.58,63761.35
"663","ROACH, JAMES LLOYD","FL",14,"DEM",2010,0.23804039,27.5,"REP",0.247664009,0,0.14067,"1",0.47,TRUE,4,46905,5,"100.00","72.07333",65455.58,63761.35
"664","ST CLAIRE, WILLIAM MAVERICK","FL",14,"UNK",2010,0.23804039,27.5,"REP",0,0,0.14067,"1",0.47,FALSE,4,46905,500,"","72.07333",NA,NA
"667","POSEY, BILL","FL",15,"REP",2010,0.291468853,24.8,"REP",0.530993089,1,0.1739,"1",0.47,FALSE,4,45613,9,"100.00","71.1",1094169.05,1027986.87
"666","ROBERTS, C SHANNON","FL",15,"DEM",2010,0.291468853,24.8,"REP",0.419903778,0,0.1739,"0",0.47,TRUE,4,45613,500,"100.00","71.1",29681.26,30270.73
"669","CRAFT, CHRISTOPHER LEE","FL",16,"DEM",2010,NA,22.5,"REP",0.399067136,0,0.16297,"1",0.47,TRUE,0,43420,2,"","71.5",86850,86586.52
"671","DEAN, WILLIAM","FL",16,"NNE",2010,NA,22.5,"REP",0,0,0.16297,"1",0.47,FALSE,0,43420,9,"","71.5",NA,NA
"673","HORN, JIM","FL",16,"OTH",2010,NA,22.5,"REP",0,0,0.16297,"1",0.47,FALSE,0,43420,5,"67.75","71.5",NA,NA
"672","LUTRIN, DAVID LEE","FL",16,"DEM",2010,NA,22.5,"REP",0.399067136,0,0.16297,"1",0.47,TRUE,0,43420,4,"","71.5",86850,86586.52
"668","ROONEY, TOM","FL",16,"REP",2010,NA,22.5,"REP",0.600932864,1,0.16297,"1",0.47,FALSE,0,43420,20,"100.00","71.5",1426150.54,993127.75
"670","TAUTIVA, ED","FL",16,"DEM",2010,NA,22.5,"REP",0.399067136,0,0.16297,"1",0.47,TRUE,0,43420,40,"32.25","71.5",86850,86586.52
"675","ADAM, LEROY","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,500,"","70.03158",512380.69,401644.69
"679","BASTIEN, MARLEINE M","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"0",0.47,TRUE,0,35017,500,"6.00","70.03158",512380.69,401644.69
"677","BRUTUS, PHILLIP J","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,71,"8.44","70.03158",512380.69,401644.69
"678","BUSH, JAMES III","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,5,"5.45","70.03158",512380.69,401644.69
"682","GALVIN, SCOTT","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,17,"5.56","70.03158",512380.69,401644.69
"685","GIBSON, SHIRLEY","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"0",0.47,TRUE,0,35017,500,"11.93","70.03158",512380.69,401644.69
"681","MOISE, RUDOLPH","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,500,"16.15","70.03158",512380.69,401644.69
"683","POITIER, COREY B","FL",17,"REP",2010,NA,17,"REP",0,0,0.67085,"1",0.47,FALSE,0,35017,70,"","70.03158",NA,NA
"676","ROBERSON, YOLLY","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"0",0.47,TRUE,0,35017,500,"10.27","70.03158",512380.69,401644.69
"674","VEREEN, RODERICK D","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,500,"","70.03158",512380.69,401644.69
"684","WILLIAMS, ANDRE LEWIS","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"1",0.47,TRUE,0,35017,133,"1.73","70.03158",512380.69,401644.69
"680","WILSON, FREDERICA S","FL",17,"DEM",2010,NA,17,"REP",1,0,0.67085,"0",0.47,TRUE,0,35017,500,"34.47","70.03158",512380.69,401644.69
"686","BANCIELLA, ROLANDO A","FL",18,"DEM",2010,0.341058227,31,"REP",0.421303022,0,0.15277,"1",0.47,TRUE,0,37823,500,"100.00","68.71429",11019,10742
"687","ROS-LEHTINEN, ILEANA","FL",18,"REP",2010,0.341058227,31,"REP",0.578696978,1,0.15277,"0",0.47,FALSE,0,37823,500,"100.00","68.71429",1668779.17,1103463.35
"689","BUDD, JOSEPH E","FL",19,"UNK",2010,NA,30.9,"REP",0,0,0.21474,"1",0.47,FALSE,0,46919,11,"100.00","68.4",NA,NA
"693","DEUTCH, THEODORE ELIOT","FL",19,"DEM",2010,NA,30.9,"REP",0.661572495,1,0.21474,"1",0.47,TRUE,0,46919,181,"100.00","68.4",2002625.95,1874219.78
"694","GRABER, BENJAMIN","FL",19,"DEM",2010,NA,30.9,"REP",0.661572495,0,0.21474,"1",0.47,TRUE,0,46919,44,"","68.4",2002625.95,1874219.78
"691","LAROSE, JOSUE","FL",19,"DEM",2010,NA,30.9,"REP",0.661572495,0,0.21474,"1",0.47,TRUE,0,46919,500,"","68.4",2002625.95,1874219.78
"692","LYNCH, EDWARD J","FL",19,"REP",2010,NA,30.9,"REP",0.272376452,0,0.21474,"1",0.47,FALSE,0,46919,40,"","68.4",85760.61,85860.61
"688","MCCORMICK, JIM","FL",19,"NPA",2010,NA,30.9,"REP",0,0,0.21474,"1",0.47,FALSE,0,46919,5,"","68.4",NA,NA
"695","PRICE, CURT","FL",19,"REP",2010,NA,30.9,"REP",0.272376452,0,0.21474,"1",0.47,FALSE,0,46919,500,"","68.4",85760.61,85860.61
"696","RUIZ, JOSE M","FL",19,"DEM",2010,NA,30.9,"REP",0.661572495,0,0.21474,"1",0.47,TRUE,0,46919,48,"","68.4",2002625.95,1874219.78
"690","SMILAN, STANLEY S","FL",19,"NNE",2010,NA,30.9,"REP",0,0,0.21474,"1",0.47,FALSE,0,46919,186,"","68.4",NA,NA
"704","BLUMENTHAL, STANLEY","FL",20,"IND",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,186,"","66.7",NA,NA
"700","DWORKOWITZ, STEPHEN","FL",20,"REP",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,33,"","66.7",376835.93,374118.42
"705","HARRINGTON, KAREN","FL",20,"REP",2010,NA,36.5,"REP",0,0,0.24026,"0",0.47,FALSE,1,50905,25,"39.93","66.7",376835.93,374118.42
"699","KUNST, ROBERT","FL",20,"NNE",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,7,"","66.7",NA,NA
"703","LOWRY, ROBERT PAUL","FL",20,"REP",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,7,"37.55","66.7",376835.93,374118.42
"701","MILO, DONNA E","FL",20,"REP",2010,NA,36.5,"REP",0,0,0.24026,"0",0.47,FALSE,1,50905,64,"22.52","66.7",376835.93,374118.42
"698","REILLY, BRIAN G","FL",20,"REP",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,8,"","66.7",376835.93,374118.42
"702","SCHOCK, CLAYTON JAMES","FL",20,"OTH",2010,NA,36.5,"REP",0,0,0.24026,"1",0.47,FALSE,1,50905,500,"","66.7",NA,NA
"697","WASSERMAN SCHULTZ, DEBBIE","FL",20,"DEM",2010,NA,36.5,"REP",0.774762318,1,0.24026,"0",0.47,TRUE,1,50905,500,"","66.7",1930111.05,2018503.65
"707","DIAZ-BALART, MARIO","FL",21,"REP",2010,NA,27.1,"REP",0.579007772,0,0.16607,"1",0.47,FALSE,0,45943,134,"100.00","67.2",739770.66,541147.96
"706","SANCHEZ, WILLAIM","FL",21,"DEM",2010,NA,27.1,"REP",0,0,0.16607,"1",0.47,TRUE,0,45943,500,"","67.2",NA,NA
"708","BRADY, DAVID","FL",22,"REP",2010,NA,37.9,"REP",0.453189542,0,0.11745,"1",0.47,FALSE,0,58319,4,"23.33","66.4",6542737.57,6519713.09
"709","KLEIN, RON","FL",22,"DEM",2010,NA,37.9,"REP",0.54679105,1,0.11745,"1",0.47,TRUE,0,58319,43,"84.54","66.4",3776866.65,5319671.22
"711","RENNEISEN, PAUL FRANCIS MR.","FL",22,"DEM",2010,NA,37.9,"REP",0.54679105,0,0.11745,"1",0.47,TRUE,0,58319,27,"15.46","66.4",3776866.65,5319671.22
"710","WEST, ALLEN B","FL",22,"REP",2010,NA,37.9,"REP",0.453189542,0,0.11745,"1",0.47,FALSE,0,58319,130,"76.67","66.4",6542737.57,6519713.09
"712","HASTINGS, ALCEE L HON","FL",23,"DEM",2010,NA,16.6,"REP",0.821826291,1,0.62259,"1",0.47,TRUE,NA,34942,500,"100.00","63.2",780445.02,778998.09
"713","SANSARICQ, BERNARD","FL",23,"REP",2010,NA,16.6,"REP",0.17798351,0,0.62259,"1",0.47,FALSE,NA,34942,500,"100.00","63.2",105750.94,106142.42
"730","ADAMS, SANDY","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"0",0.47,FALSE,NA,51960,500,"13.09","63.8",1328777.62,1266664.42
"724","CAMPBELL, SEAN FIELD","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,39,"","63.8",1328777.62,1266664.42
"715","DAVIS, JASON P","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,3,"","63.8",1328777.62,1266664.42
"714","DEDELOW, EDWARD W","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,40,"","63.8",1328777.62,1266664.42
"723","DIEBEL, KAREN","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"0",0.47,FALSE,NA,51960,25,"29.30","63.8",1328777.62,1266664.42
"718","FOSTER, JAMES NORMAN","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,5,"","63.8",1328777.62,1266664.42
"731","GARCIA, GEORGE THOMAS","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,53,"9.76","63.8",1328777.62,1266664.42
"719","HEINZELMAN, JAMES P SR","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,5,"","63.8",1328777.62,1266664.42
"716","HUKILL, DOROTHY L","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"0",0.47,FALSE,NA,51960,500,"","63.8",1328777.62,1266664.42
"725","KOSMAS, SUZANNE","FL",24,"DEM",2010,0.417170191,28.8,"REP",0.572011804,1,0.16936,"0",0.47,TRUE,NA,51960,107,"77.74","63.8",2540353.63,2561831.1
"727","LONG, OMETRIAS DEON","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,500,"22.86","63.8",1328777.62,1266664.42
"720","MACINNES, CHAD","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,30,"","63.8",1328777.62,1266664.42
"729","MILLER, CRAIG S","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,56,"100.00","63.8",1328777.62,1266664.42
"717","PARTYKA, PAUL PETER","FL",24,"DEM",2010,0.417170191,28.8,"REP",0.572011804,0,0.16936,"1",0.47,TRUE,NA,51960,27,"22.26","63.8",2540353.63,2561831.1
"722","ROBEY, ROBERT LAWRENCE","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,7,"","63.8",1328777.62,1266664.42
"726","ROSS, BEN","FL",24,"REP",2010,0.417170191,28.8,"REP",0.411140591,0,0.16936,"1",0.47,FALSE,NA,51960,44,"68.98","63.8",1328777.62,1266664.42
"728","RUIZ, NICHOLAS III","FL",24,"NNE",2010,0.417170191,28.8,"REP",0,0,0.16936,"1",0.47,FALSE,NA,51960,51,"","63.8",NA,NA
"721","SINCLAIR, LARRY","FL",24,"UNK",2010,0.417170191,28.8,"REP",0,0,0.16936,"1",0.47,FALSE,NA,51960,58,"","63.8",NA,NA
"736","ARROJO, JOSE ROLANNDO","FL",25,"DEM",2010,0.341058227,24.5,"REP",0.469456165,0,0.1748,"1",0.47,TRUE,NA,49326,48,"","64.21333",1662117.28,1653870.41
"734","CANCIO, MARIANA MARILI","FL",25,"REP",2010,0.341058227,24.5,"REP",0.530543835,0,0.1748,"0",0.47,FALSE,NA,49326,500,"10.67","64.21333",1895640.33,1884653.91
"739","CRESPO, PAUL L","FL",25,"REP",2010,0.341058227,24.5,"REP",0.530543835,0,0.1748,"1",0.47,FALSE,NA,49326,27,"26.61","64.21333",1895640.33,1884653.91
"738","GARCIA, JOSE ANTONIO","FL",25,"DEM",2010,0.341058227,24.5,"REP",0.469456165,0,0.1748,"1",0.47,TRUE,NA,49326,48,"9.76","64.21333",1662117.28,1653870.41
"735","MEURICE, LUIS","FL",25,"DEM",2010,0.341058227,24.5,"REP",0.469456165,0,0.1748,"1",0.47,TRUE,NA,49326,117,"24.07","64.21333",1662117.28,1653870.41
"732","PORTER, CRAIG","FL",25,"OTH",2010,0.341058227,24.5,"REP",0,0,0.1748,"1",0.47,FALSE,NA,49326,56,"","64.21333",NA,NA
"733","RIVERA, DAVID","FL",25,"REP",2010,0.341058227,24.5,"REP",0.530543835,1,0.1748,"1",0.47,FALSE,NA,49326,4,"62.72","64.21333",1895640.33,1884653.91
"737","RIVERA, LUIS ANTONIO","FL",25,"DEM",2010,0.341058227,24.5,"REP",0.469456165,1,0.1748,"1",0.47,TRUE,NA,49326,117,"62.72","64.21333",1662117.28,1653870.41
"740","HARRIS, OSCAR L. II","GA",1,"DEM",2010,NA,19.3,"REP",0.334667554,0,0.32669,"1",0.47,TRUE,0,40999,197,"100.00","75.7",0,0
"741","KINGSTON, JOHN HEDDENS","GA",1,"REP",2010,NA,19.3,"REP",0.665332446,1,0.32669,"1",0.47,FALSE,0,40999,6,"100.00","75.7",1028917.09,759470.02
"744","ADAMS, RHUEDOLPH 'RUDY'","GA",2,"REP",2010,NA,14.5,"REP",0.310510649,0,0.53757,"1",0.47,FALSE,0,31368,500,"","72.03158",1213706.72,1154740.31
"743","ALLEN, RICK","GA",2,"REP",2010,NA,14.5,"REP",0.310510649,0,0.53757,"1",0.47,FALSE,0,31368,16,"11.08","72.03158",1213706.72,1154740.31
"742","BISHOP, SANFORD D JR.","GA",2,"DEM",2010,NA,14.5,"REP",0.689489351,1,0.53757,"1",0.47,TRUE,0,31368,500,"100.00","72.03158",1485600.01,1776499.87
"746","BROWN, BOBBY DAVE","GA",2,"REP",2010,NA,14.5,"REP",0.310510649,0,0.53757,"1",0.47,FALSE,0,31368,93,"","72.03158",1213706.72,1154740.31
"745","FERRELL, LEE R II","GA",2,"REP",2010,NA,14.5,"REP",0.310510649,0,0.53757,"1",0.47,FALSE,0,31368,131,"8.08","72.03158",1213706.72,1154740.31
"747","KEOWN, MICHAEL (MIKE) HUEL","GA",2,"REP",2010,NA,14.5,"REP",0.310510649,0,0.53757,"1",0.47,FALSE,0,31368,1,"80.84","72.03158",1213706.72,1154740.31
"748","SAUNDERS, ROBERT FRANKLIN III","GA",3,"DEM",2010,NA,24.9,"REP",0.343049799,0,0.29766,"1",0.47,TRUE,3,52970,7,"100.00","68.45714",44112.15,43281.78
"749","WESTMORELAND, LYNN A.","GA",3,"REP",2010,NA,24.9,"REP",0.656941444,1,0.29766,"0",0.47,FALSE,3,52970,164,"100.00","68.45714",785044.43,712529.21
"753","ARMENDARIZ, VICTOR","GA",4,"REP",2010,NA,29.4,"REP",0,0,0.71868,"1",0.47,FALSE,4,43435,101,"9.98","65.6",118101.91,118101.91
"752","CARTER, LISBETH 'LIZ'","GA",4,"REP",2010,NA,29.4,"REP",0,0,0.71868,"0",0.47,FALSE,4,43435,500,"54.75","65.6",118101.91,118101.91
"754","GAUSE, LAWRENCE FRANKLIN","GA",4,"REP",2010,NA,29.4,"REP",0,0,0.71868,"1",0.47,FALSE,4,43435,102,"25.54","65.6",118101.91,118101.91
"751","JOHNSON, HENRY C 'HANK' JR","GA",4,"DEM",2010,NA,29.4,"REP",0.999109901,1,0.71868,"1",0.47,TRUE,4,43435,120,"55.18","65.6",581544.72,589779.74
"756","JONES, VERNON A","GA",4,"DEM",2010,NA,29.4,"REP",0.999109901,0,0.71868,"1",0.47,TRUE,4,43435,500,"26.33","65.6",581544.72,589779.74
"750","RUTH, CORY JEROME","GA",4,"REP",2010,NA,29.4,"REP",0,0,0.71868,"1",0.47,FALSE,4,43435,99,"9.73","65.6",118101.91,118101.91
"755","STOKES, CONNIE JEAN MS","GA",4,"DEM",2010,NA,29.4,"REP",0.999109901,0,0.71868,"0",0.47,TRUE,4,43435,160,"18.48","65.6",581544.72,589779.74
"759","LEWIS, JOHN R.","GA",5,"DEM",2010,NA,44.8,"REP",0.999542065,1,0.58098,"1",0.47,TRUE,0,43902,6,"100.00","66.1",1013992.48,1115867.93
"758","LITTLE, SAMUEL FENN JR","GA",5,"REP",2010,NA,44.8,"REP",0,0,0.58098,"1",0.47,FALSE,0,43902,64,"59.60","66.1",107759.44,92205.68
"757","NGUYEN, KELLY","GA",5,"REP",2010,NA,44.8,"REP",0,0,0.58098,"0",0.47,FALSE,0,43902,14,"40.40","66.1",107759.44,92205.68
"760","GREENBERG, SEAN","GA",6,"NNE",2010,NA,52.9,"REP",0,0,0.23825,"1",0.47,FALSE,4,73528,39,"","64.4",NA,NA
"761","PRICE, THOMAS EDMUNDS","GA",6,"REP",2010,NA,52.9,"REP",0.68482656,1,0.23825,"1",0.47,FALSE,4,73528,20,"100.00","64.4",2070230.35,1218834.52
"766","BALFOUR, DONALD KENNETH II","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,42,"","64.8",399085.75,323801.01
"762","COX, JOHN CLAYTON 'CLAY'","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,6,"20.03","64.8",399085.75,323801.01
"772","EFSTRATION, CHUCK","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,23,"3.73","64.8",399085.75,323801.01
"767","FINCHER, JAMES (JEF) ERNEST","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,5,"6.05","64.8",399085.75,323801.01
"765","GRIST, RONNIE","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,147,"1.42","64.8",399085.75,323801.01
"763","HECKMAN, DOUGLAS SCOTT","GA",7,"DEM",2010,NA,33.6,"REP",0.379715744,0,0.38188,"1",0.47,TRUE,4,60594,50,"100.00","64.8",81220,73899.28
"769","HICE, JODY B MR","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"0",0.47,FALSE,4,60594,173,"26.31","64.8",399085.75,323801.01
"764","KIRBY, LESTER THOMAS","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,500,"4.01","64.8",399085.75,323801.01
"768","MALONE, WILLIAM F JR","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,9,"","64.8",399085.75,323801.01
"771","PARROTT, THOMAS S","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,20,"2.16","64.8",399085.75,323801.01
"770","WOODALL, ROB","GA",7,"REP",2010,NA,33.6,"REP",0.620284256,0,0.38188,"1",0.47,FALSE,4,60594,7,"36.29","64.8",399085.75,323801.01
"777","DELOACH, KENNETH RAY JR","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"1",0.47,FALSE,0,40806,31,"31.21","65.8",1035300.43,1024630.75
"775","HICKS, ANGELA","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"0",0.47,FALSE,0,40806,7,"","65.8",1035300.43,1024630.75
"779","MARSHALL, JIM","GA",8,"DEM",2010,NA,18,"REP",0.572436992,1,0.39623,"1",0.47,TRUE,0,40806,5,"100.00","65.8",1496152.08,1814549.38
"773","MEYERS, VALERIE SARGENT","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"1",0.47,FALSE,0,40806,96,"","65.8",1035300.43,1024630.75
"774","RISH, WILLIAM PAUL","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"1",0.47,FALSE,0,40806,9,"","65.8",1035300.43,1024630.75
"778","SCOTT, JAMES AUSTIN","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"1",0.47,FALSE,0,40806,5,"52.36","65.8",1035300.43,1024630.75
"776","VANN, DIANE ELIZABETH SWANSON","GA",8,"REP",2010,NA,18,"REP",0.427563008,0,0.39623,"0",0.47,FALSE,0,40806,123,"16.42","65.8",1035300.43,1024630.75
"782","BENTON, CLYDE DANIEL","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,500,"","67.1",1312938.13,1309823.61
"789","CATES, CHRISTOPHER U MD","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,2,"6.43","67.1",1312938.13,1309823.61
"784","DOOLEY, THOMAS EUGENE","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,20,"","67.1",1312938.13,1309823.61
"783","EVANS, MIKE ALLEN","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,1,"","67.1",1312938.13,1309823.61
"790","FREEMAN, MIKE","GA",9,"DEM",2010,NA,21,"REP",0,0,0.1093,"1",0.47,TRUE,4,45925,1,"","67.1",NA,NA
"788","GRAVES, JOHN THOMAS JR","GA",9,"REP",2010,NA,21,"REP",0.755105371,1,0.1093,"1",0.47,FALSE,4,45925,6,"49.47","67.1",1312938.13,1309823.61
"791","HAWKINS, B LEE","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,500,"26.69","67.1",1312938.13,1309823.61
"785","JONES, JEREMY EDWARD","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,26,"26.33","67.1",1312938.13,1309823.61
"792","LOFTMAN, BERTIL ARMIN","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,500,"1.00","67.1",1312938.13,1309823.61
"781","MOON, EDWARD ''EUGENE''","GA",9,"IND",2010,NA,21,"REP",0,0,0.1093,"1",0.47,FALSE,4,45925,40,"","67.1",NA,NA
"786","REESE, BOBBY CLIFFORD","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,93,"1.73","67.1",1312938.13,1309823.61
"780","STEPHENS, WILLIAM V","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,9,"","67.1",1312938.13,1309823.61
"787","TARVIN, THOMAS STEPHEN","GA",9,"REP",2010,NA,21,"REP",0.755105371,0,0.1093,"1",0.47,FALSE,4,45925,20,"14.68","67.1",1312938.13,1309823.61
"794","BROUN, PAUL COLLINS","GA",10,"REP",2010,NA,25.3,"REP",0.607273649,1,0.24644,"1",0.47,FALSE,0,41520,27,"100.00","66.26667",2032417.09,1831081.06
"795","EDWARDS, RUSSELL JAMES","GA",10,"DEM",2010,NA,25.3,"REP",0.392726351,0,0.24644,"1",0.47,TRUE,0,41520,81,"100.00","66.26667",220662.17,218078.11
"793","UNTERMYER, SAMUEL III 'SANDY'","GA",10,"DEM",2010,NA,25.3,"REP",0.392726351,0,0.24644,"1",0.47,TRUE,0,41520,64,"","66.26667",220662.17,218078.11
"796","GINGREY, J. PHILLIP","GA",11,"REP",2010,NA,25.1,"REP",0.681859794,1,0.23132,"1",0.47,FALSE,3,49434,500,"100.00","71.6",1389038.66,920810.5
"802","BARROW, JOHN J.","GA",12,"DEM",2010,NA,16.2,"REP",0.66000361,1,0.48382,"1",0.47,TRUE,0,35475,6,"57.87","69.3",1951721.34,1905567.59
"799","HORNER, MICHAEL W","GA",12,"REP",2010,NA,16.2,"REP",0.33999639,0,0.48382,"1",0.47,FALSE,0,35475,1,"11.10","69.3",250533.53,246792.02
"798","MCKINNEY, RAYMOND LOUIS SR","GA",12,"REP",2010,NA,16.2,"REP",0.33999639,0,0.48382,"1",0.47,FALSE,0,35475,61,"42.61","69.3",250533.53,246792.02
"797","MOSLEY, EMMETT WAYNE JR","GA",12,"REP",2010,NA,16.2,"REP",0.33999639,0,0.48382,"1",0.47,FALSE,0,35475,500,"","69.3",250533.53,246792.02
"801","SEAVER, JEAN MARIE","GA",12,"REP",2010,NA,16.2,"REP",0.33999639,0,0.48382,"0",0.47,FALSE,0,35475,500,"18.34","69.3",250533.53,246792.02
