id,subgroup,sampleSize,population,grade,url,created_at,startDate,endDate,pollster,answers/0/choice,answers/0/pct,answers/0/party,answers/1/choice,answers/1/pct,answers/1/party,type,seat_name,state,district,answers/2/choice,answers/2/pct,answers/2/party,answers/3/choice,answers/3/pct,answers/3/party,partisan,answers/4/choice,answers/4/pct,answers/4/party,answers/5/choice,answers/5/pct,answers/5/party,answers/6/choice,answers/6/pct,answers/6/party
90312,All polls,600,lv,B,https://drive.google.com/file/d/19yHyxK1LbyEJQOKl34jHL3Wy8iZvTU62/view,2018-10-16,2018-10-10,2018-10-14,Tulchin Research,O'Rourke,45.0,Dem,Cruz,49.0,Rep,senate,Class I,Texas,,Dikeman,3.0,Lib,,,,DEM,,,,,,,,,
90575,All polls,495,lv,B,http://projects.vpr.net/vpr-vermont-pbs-poll,2018-10-22,2018-10-05,2018-10-14,Braun Research,Zupan,19.0,Rep,Sanders,60.0,Ind,senate,Class I,Vermont,,Beste,1.0,Ind,Busa,1.0,Ind,,,,,,,,,,
90483,All polls,794,lv,C,http://www.latimes.com/politics/la-pol-ca-usc-latimes-poll-senate-20181018-story.html,2018-10-18,2018-09-17,2018-10-14,USC Dornsife/LA Times,Feinstein,44.0,Dem,de Leon,31.0,Dem,senate,Class I,California,,,,,,,,,,,,,,,,,
90484,All polls,980,rv,C,http://www.latimes.com/politics/la-pol-ca-usc-latimes-poll-senate-20181018-story.html,2018-10-18,2018-09-17,2018-10-14,USC Dornsife/LA Times,Feinstein,41.0,Dem,de Leon,30.0,Dem,senate,Class I,California,,,,,,,,,,,,,,,,,
90243,All polls,1413,lv,,https://docs.google.com/spreadsheets/d/1nHaf6GeLgwHTUaJyvQMQcbP7ATsYv0vWAZgqFTKwYCo/edit#gid=0,2018-10-14,2018-10-12,2018-10-13,Change Research,Klobuchar,50.0,Dem,Newberger,41.0,Rep,senate,Class I,Minnesota,,Schuller,5.0,Ind,Overby,2.0,Gre,,,,,,,,,,
90244,All polls,1413,lv,,https://docs.google.com/spreadsheets/d/1nHaf6GeLgwHTUaJyvQMQcbP7ATsYv0vWAZgqFTKwYCo/edit#gid=0,2018-10-14,2018-10-12,2018-10-13,Change Research,Smith,46.0,Dem,Housley,43.0,Rep,senate,Class II,Minnesota,,Wellington,5.0,Ind,Trooien,2.0,Ind,,,,,,,,,,
90302,All polls,600,lv,C,https://www.politico.com/f/?id=00000166-7a97-dd16-a7e6-7bdfec4a0000,2018-10-16,2018-10-11,2018-10-13,The Polling Company Inc.,McCaskill,47.0,Dem,Hawley,50.0,Rep,senate,Class I,Missouri,,,,,,,,REP,,,,,,,,,
90303,All polls,600,lv,C,https://www.politico.com/f/?id=00000166-7a92-d0b1-a57e-fe9bec520000,2018-10-16,2018-10-11,2018-10-13,The Polling Company Inc.,Manchin,49.0,Dem,Morrisey,45.0,Rep,senate,Class I,West Virginia,,,,,,,,REP,,,,,,,,,
90327,All polls,716,lv,A-,http://cdn.cnn.com/cnn/2018/images/10/16/rel1_tx.pdf,2018-10-16,2018-10-09,2018-10-13,CNN/SSRS,O'Rourke,45.0,Dem,Cruz,52.0,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
90328,All polls,862,rv,A-,http://cdn.cnn.com/cnn/2018/images/10/16/rel1_tx.pdf,2018-10-16,2018-10-09,2018-10-13,CNN/SSRS,O'Rourke,45.0,Dem,Cruz,50.0,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
90274,All polls,801,lv,B,https://www.clubforgrowth.org/wp-content/uploads/2018/10/CFGA_TXSEN_Survey_Memo_181014.pdf,2018-10-15,2018-10-08,2018-10-13,WPA Intelligence,O'Rourke,43.0,Dem,Cruz,52.0,Rep,senate,Class I,Texas,,Dikeman,1.0,Lib,,,,REP,,,,,,,,,
90469,All polls,800,rv,A-,https://www.vanderbilt.edu/csdi/toplines-midterm-poll-2018.pdf,2018-10-18,2018-10-08,2018-10-13,SSRS,Bredesen,44.0,Dem,Blackburn,43.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90655,All polls,471,lv,B+,http://www.msubillings.edu/urelations/releases/newsphotos2018/oct/2018%20Montana%20Poll%20report.pdf,2018-10-23,2018-10-08,2018-10-13,Montana State University Billings,Tester,47.0,Dem,Rosendale,38.0,Rep,senate,Class I,Montana,,Breckenridge,3.0,Lib,,,,,,,,,,,,,
90265,All polls,625,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/two-emerson-e-polls-republicans-edge-us-senate-governor-races-nevada-new-hampshire-races-come-focus,2018-10-15,2018-10-10,2018-10-12,Emerson College,Rosen,41.4,Dem,Heller,48.1,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
91339,All polls,558,lv,,https://www.targoz.com/market-matters-blog/2018/10/15/the-race-to-elect-tennessees-next-senator-may-be-closer-than-many-expect,2018-11-03,2018-10-09,2018-10-12,Targoz Market Research,Bredesen,48.0,Dem,Blackburn,52.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
91340,All polls,801,rv,,https://www.targoz.com/market-matters-blog/2018/10/15/the-race-to-elect-tennessees-next-senator-may-be-closer-than-many-expect,2018-11-03,2018-10-09,2018-10-12,Targoz Market Research,Bredesen,45.0,Dem,Blackburn,44.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90273,All polls,816,v,B,https://www.protectourcare.org/wp-content/uploads/2018/10/WisconsinResults1.pdf,2018-10-15,2018-10-10,2018-10-11,Public Policy Polling,Baldwin,52.0,Dem,Vukmir,42.0,Rep,senate,Class I,Wisconsin,,,,,,,,DEM,,,,,,,,,
89955,All polls,800,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-txsen-2.html,2018-10-08,2018-10-08,2018-10-11,Siena College/New York Times,O'Rourke,43.19,Dem,Cruz,51.25,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
89956,All polls,800,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-txsen-2.html,2018-10-08,2018-10-08,2018-10-11,Siena College/New York Times,O'Rourke,44.53,Dem,Cruz,48.72,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
90074,All polls,593,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-tnsen-2.html,2018-10-09,2018-10-08,2018-10-11,Siena College/New York Times,Bredesen,40.03,Dem,Blackburn,54.46,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90075,All polls,593,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-tnsen-2.html,2018-10-09,2018-10-08,2018-10-11,Siena College/New York Times,Bredesen,41.92,Dem,Blackburn,50.87,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90419,All polls,1108,lv,B+,https://www.ipsos.com/en-us/news-polls/tennessee-2018-midterm-race-for-senate,2018-10-17,2018-10-04,2018-10-11,Ipsos,Bredesen,44.0,Dem,Blackburn,47.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90425,All polls,2000,a,B+,https://www.ipsos.com/en-us/news-polls/tennessee-2018-midterm-race-for-senate,2018-10-17,2018-10-04,2018-10-11,Ipsos,Bredesen,38.0,Dem,Blackburn,37.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
90162,All polls,783,lv,,https://www.scribd.com/document/390683652/change,2018-10-11,2018-10-09,2018-10-10,Change Research,Sinema,43.7,Dem,McSally,43.5,Rep,senate,Class I,Arizona,,,,,,,,DEM,,,,,,,,,
90080,All polls,642,lv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nvsen-2.html,2018-10-09,2018-10-08,2018-10-10,Siena College/New York Times,Rosen,44.84,Dem,Heller,46.89,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
90081,All polls,642,rv,A,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nvsen-2.html,2018-10-09,2018-10-08,2018-10-10,Siena College/New York Times,Rosen,45.15,Dem,Heller,42.49,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
90584,All polls,800,lv,B+,https://media.breitbart.com/media/2018/10/Indiana-Memo-October-2018.pdf,2018-10-22,2018-10-07,2018-10-10,American Viewpoint,Donnelly,40.0,Dem,Braun,44.0,Rep,senate,Class I,Indiana,,Brenton,7.0,Lib,,,,REP,,,,,,,,,
90120,All polls,600,lv,B,http://wvmetronews.com/2018/10/11/gop-poll-manchin-morrisey-race-tight-in-final-month-of-election/,2018-10-10,2018-10-07,2018-10-09,Public Opinion Strategies,Manchin,41.0,Dem,Morrisey,40.0,Rep,senate,Class I,West Virginia,,Hollen,8.0,Lib,,,,REP,,,,,,,,,
90488,All polls,600,lv,B+,https://www.washingtonexaminer.com/opinion/internal-poll-shows-bob-hugin-within-two-points-of-bob-menendez-in-new-jersey,2018-10-18,2018-10-06,2018-10-09,"National Research, Inc.",Menendez,42.0,Dem,Hugin,40.0,Rep,senate,Class I,New Jersey,,,,,,,,REP,,,,,,,,,
90208,All polls,502,rv,B-,http://www.golocalprov.com/politics/golocalprov-harvards-della-volpe-poll-raimondos-opioid-money-whitehouse-lea,2018-10-12,2018-10-05,2018-10-09,SocialSphere,Whitehouse,56.0,Dem,Flanders,32.0,Rep,senate,Class I,Rhode Island,,,,,,,,,,,,,,,,,
90304,All polls,405,rv,A+,https://crosscut.com/sites/default/files/files/2018_statewide_crosscut_elway_poll.pdf,2018-10-16,2018-10-04,2018-10-09,Elway Research,Cantwell,53.0,Dem,Hutchison,39.0,Rep,senate,Class I,Washington,,,,,,,,,,,,,,,,,
90142,All polls,730,lv,A-,https://poll.qu.edu/texas/release-detail?ReleaseID=2578,2018-10-11,2018-10-03,2018-10-09,Quinnipiac University,O'Rourke,45.0,Dem,Cruz,54.0,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
90260,All polls,607,rv,,https://www.sltrib.com/news/politics/2018/10/15/poll-mitt-romney-winning/,2018-10-15,2018-10-03,2018-10-09,University of Utah,Wilson,23.0,Dem,Romney,59.0,Rep,senate,Class I,Utah,,,,,,,,,,,,,,,,,
90096,All polls,500,lv,B+,https://www.suffolk.edu/academics/10740.php,2018-10-10,2018-10-04,2018-10-08,Suffolk University,Brown,53.6,Dem,Renacci,36.0,Rep,senate,Class I,Ohio,,Faris,0.0,W,,,,,,,,,,,,,
90095,All polls,767,lv,A-,https://poll.qu.edu/connecticut/release-detail?ReleaseID=2577,2018-10-10,2018-10-03,2018-10-08,Quinnipiac University,Murphy,57.0,Dem,Corey,42.0,Rep,senate,Class I,Connecticut,,,,,,,,,,,,,,,,,
89969,All polls,1017,lv,,https://www.bw.edu/Assets/stories/2018/2018-Fall/cri-october_survey_report-final.pdf,2018-10-09,2018-09-28,2018-10-08,Baldwin Wallace University,Brown,49.5,Dem,Renacci,33.0,Rep,senate,Class I,Ohio,,,,,,,,,,,,,,,,,
90114,All polls,799,lv,A,https://law.marquette.edu/poll/2018/10/10/mlsp49release/,2018-10-10,2018-10-03,2018-10-07,Marquette Law School,Baldwin,53.0,Dem,Vukmir,43.0,Rep,senate,Class I,Wisconsin,,,,,,,,,,,,,,,,,
90115,All polls,1000,rv,A,https://law.marquette.edu/poll/2018/10/10/mlsp49release/,2018-10-10,2018-10-03,2018-10-07,Marquette Law School,Baldwin,53.0,Dem,Vukmir,42.0,Rep,senate,Class I,Wisconsin,,,,,,,,,,,,,,,,,
90097,All polls,791,rv,B+,https://www.uml.edu/docs/TOPLINE%20-%20UMass%20Lowell-Boston%20Globe%20MA%20Statewide%20October%202018_tcm18-300195.pdf,2018-10-10,2018-10-01,2018-10-07,University of Massachusetts Lowell,Warren,56.0,Dem,Diehl,28.0,Rep,senate,Class I,Massachusetts,,Ayyadurai,9.0,Ind,,,,,,,,,,,,,
90098,All polls,485,lv,B+,https://www.uml.edu/docs/TOPLINE%20-%20UMass%20Lowell-Boston%20Globe%20MA%20Statewide%20October%202018_tcm18-300195.pdf,2018-10-10,2018-10-01,2018-10-07,University of Massachusetts Lowell,Warren,56.0,Dem,Diehl,31.0,Rep,senate,Class I,Massachusetts,,Ayyadurai,8.0,Ind,,,,,,,,,,,,,
90518,All polls,500,lv,B+,https://www.realclearpolitics.com/docs/Pan_Atlantic_Research_Maine.pdf,2018-10-19,2018-10-01,2018-10-07,Pan Atlantic SMS Group,Ringelstein,8.2,Dem,Brakey,29.6,Rep,senate,Class I,Maine,,King,57.2,Ind,,,,,,,,,,,,,
90141,All polls,654,lv,D-,https://www.realclearpolitics.com/docs/MI_10-18_MI_Chamber_Statewide_MI_Poll_Press_Release_10-10-18_PRESS.pdf,2018-10-11,2018-09-30,2018-10-07,Mitchell Research & Communications,Stabenow,50.5,Dem,James,41.7,Rep,senate,Class I,Michigan,,,,,,,,REP,,,,,,,,,
90101,All polls,1111,lv,B+,https://www.ipsos.com/en-us/news-polls/midterm-election-data-Missouri-Senate,2018-10-10,2018-09-27,2018-10-07,Ipsos,McCaskill,44.0,Dem,Hawley,45.2,Rep,senate,Class I,Missouri,,Campbell,1.0,Lib,Crain,0.0,Gre,,O'Dear,2.0,Ind,,,,,,
90106,All polls,1998,a,B+,https://www.ipsos.com/en-us/news-polls/midterm-election-data-Missouri-Senate,2018-10-10,2018-09-27,2018-10-07,Ipsos,McCaskill,36.0,Dem,Hawley,36.0,Rep,senate,Class I,Missouri,,Campbell,1.0,Lib,Crain,1.0,Gre,,O'Dear,3.0,Ind,,,,,,
90143,All polls,1052,lv,,http://1sttuesdaycampaigns.com/download/ft-mo-poll-results-for-dist..pdf,2018-10-11,2018-10-05,2018-10-06,1st Tuesday Campaigns,McCaskill,42.0,Dem,Hawley,44.0,Rep,senate,Class I,Missouri,,O'Dear,1.0,Ind,Crain,1.0,Gre,,Campbell,1.0,Lib,,,,,,
90422,All polls,1038,lv,,https://www.prnewswire.com/news-releases/feinstein-enjoys-double-digit-lead-in-us-senate-race-300731920.html,2018-10-17,2018-10-05,2018-10-06,1st Tuesday Campaigns,Feinstein,43.0,Dem,de Leon,30.0,Dem,senate,Class I,California,,,,,,,,,,,,,,,,,
90259,All polls,806,lv,B-,https://projects.fivethirtyeight.com/polls/20180815_MD.pdf,2018-10-15,2018-10-01,2018-10-06,Gonzales Research & Marketing Strategies Inc.,Cardin,49.4,Dem,Campbell,21.5,Rep,senate,Class I,Maryland,,Simon,17.7,Ind,,,,IND,,,,,,,,,
90068,All polls,503,lv,B,https://assets.documentcloud.org/documents/4999232/Projo-RIPR-ABC6-RI-Election-Poll-First-of-Three.pdf,2018-10-09,2018-09-27,2018-10-06,University of New Hampshire,Whitehouse,57.0,Dem,Flanders,33.0,Rep,senate,Class I,Rhode Island,,,,,,,,,,,,,,,,,
90636,All polls,2079,rv,,http://helpslab.montana.edu/2018SurveyResults.html,2018-10-23,2018-09-15,2018-10-06,MSU - Bozeman,Tester,46.2,Dem,Rosendale,43.1,Rep,senate,Class I,Montana,,Breckenridge,2.6,Lib,,,,,,,,,,,,,
89933,All polls,898,lv,B,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d9wp5yc52h/cbs_20181007_AZ_final.pdf,2018-10-07,2018-10-02,2018-10-05,YouGov,Sinema,47.0,Dem,McSally,44.0,Rep,senate,Class I,Arizona,,,,,,,,,,,,,,,,,
89934,All polls,845,lv,B,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0gqikwg9lw/cbs_20181007_NJ_final.pdf,2018-10-07,2018-10-02,2018-10-05,YouGov,Menendez,49.0,Dem,Hugin,39.0,Rep,senate,Class I,New Jersey,,,,,,,,,,,,,,,,,
89935,All polls,871,lv,B,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/stwad1b5f2/cbs_20181007_TN_final.pdf,2018-10-07,2018-10-02,2018-10-05,YouGov,Bredesen,42.0,Dem,Blackburn,50.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
89936,All polls,881,lv,B,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0f3cqnuscn/cbs_20181007_TX_final.pdf,2018-10-07,2018-10-02,2018-10-05,YouGov,O'Rourke,44.0,Dem,Cruz,50.0,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
89940,All polls,500,lv,B+,https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-cruz-extends-texas-us-senate-race-abbott-cruises-governor-race,2018-10-08,2018-10-01,2018-10-05,Emerson College,O'Rourke,42.4,Dem,Cruz,47.0,Rep,senate,Class I,Texas,,,,,,,,,,,,,,,,,
89946,All polls,476,lv,,http://floridapolitics.com/archives/276887-florida-southern-college-poll-narrow-lead-for-andrew-gillum,2018-10-08,2018-10-01,2018-10-05,Florida Southern College,Nelson,44.48,Dem,Scott,45.97,Rep,senate,Class I,Florida,,,,,,,,,,,,,,,,,
90128,All polls,637,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Smith,54.0,Dem,Housley,38.0,Rep,senate,Class II,Minnesota,,,,,,,,,,,,,,,,,
90129,All polls,860,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Smith,52.0,Dem,Housley,39.0,Rep,senate,Class II,Minnesota,,,,,,,,,,,,,,,,,
90130,All polls,860,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Klobuchar,59.0,Dem,Newberger,32.0,Rep,senate,Class I,Minnesota,,Overby,5.0,Gre,,,,,,,,,,,,,
90131,All polls,637,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Klobuchar,60.0,Dem,Newberger,32.0,Rep,senate,Class I,Minnesota,,Overby,4.0,Gre,,,,,,,,,,,,,
90132,All polls,860,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Klobuchar,62.0,Dem,Newberger,33.0,Rep,senate,Class I,Minnesota,,,,,,,,,,,,,,,,,
90133,All polls,637,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/News_MaristPollMNAnnotatedQuestionnaire.pdf,2018-10-10,2018-09-30,2018-10-04,Marist College,Klobuchar,63.0,Dem,Newberger,33.0,Rep,senate,Class I,Minnesota,,,,,,,,,,,,,,,,,
90157,All polls,781,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_WI%20Annotated%20Questionnaire_1810081509.pdf,2018-10-11,2018-09-30,2018-10-04,Marist College,Baldwin,53.0,Dem,Vukmir,40.0,Rep,senate,Class I,Wisconsin,,,,,,,,,,,,,,,,,
90158,All polls,571,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBC%20News_Marist%20Poll_WI%20Annotated%20Questionnaire_1810081509.pdf,2018-10-11,2018-09-30,2018-10-04,Marist College,Baldwin,54.0,Dem,Vukmir,40.0,Rep,senate,Class I,Wisconsin,,,,,,,,,,,,,,,,,
90433,All polls,1000,a,,https://uakron.edu/bliss/docs/Bliss%20Poll%202018.pdf,2018-10-17,2018-09-10,2018-10-04,University of Akron,Brown,43.0,Dem,Renacci,31.0,Rep,senate,Class I,Ohio,,,,,,,,,,,,,,,,,
90064,All polls,780,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,2018-10-09,2018-09-30,2018-10-03,Marist College,Rosen,43.0,Dem,Heller,45.0,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
90065,All polls,574,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,2018-10-09,2018-09-30,2018-10-03,Marist College,Rosen,44.0,Dem,Heller,46.0,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
90066,All polls,780,rv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,2018-10-09,2018-09-30,2018-10-03,Marist College,Rosen,41.0,Dem,Heller,42.0,Rep,senate,Class I,Nevada,,Hagan,8.0,Lib,,,,,,,,,,,,,
90067,All polls,574,lv,A,http://media1.s-nbcnews.com/i/today/z_creative/NBCNewsMaristPollNVAnnotatedQuestionnaire1810081312.pdf,2018-10-09,2018-09-30,2018-10-03,Marist College,Rosen,42.0,Dem,Heller,44.0,Rep,senate,Class I,Nevada,,Hagan,8.0,Lib,,,,,,,,,,,,,
90585,All polls,800,lv,B+,https://media.breitbart.com/media/2018/10/Indiana-Memo-October-2018.pdf,2018-10-22,2018-09-30,2018-10-03,American Viewpoint,Donnelly,39.0,Dem,Braun,43.0,Rep,senate,Class I,Indiana,,Brenton,7.0,Lib,,,,REP,,,,,,,,,
90083,All polls,600,lv,C+,https://www.abc15.com/news/state/poll-martha-mcsally-gaining-in-senate-race-against-kyrsten-sinema,2018-10-10,2018-10-01,2018-10-02,OH Predictive Insights / MBQF,Sinema,41.0,Dem,McSally,47.0,Rep,senate,Class I,Arizona,,Green,4.0,Gre,,,,,,,,,,,,,
90257,All polls,1188,rv,B-,https://www.politico.com/magazine/f/?id=00000166-6a16-d0b1-a57e-ee9f1b570000,2018-10-15,2018-10-01,2018-10-02,Morning Consult,Casey,47.0,Dem,Barletta,32.0,Rep,senate,Class I,Pennsylvania,,,,,,,,,,,,,,,,,
89845,All polls,600,lv,B,https://www.clickondetroit.com/michigan-elections/wdivdetroit-news-poll-stabenow-holds-double-digit-lead-in-michigan-s-us-senate-race,2018-10-04,2018-09-30,2018-10-02,"Glengariff Group, Inc.",Stabenow,52.7,Dem,James,34.7,Rep,senate,Class I,Michigan,,,,,,,,,,,,,,,,,
89829,All polls,716,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Sinema,47.0,Dem,McSally,45.0,Rep,senate,Class I,Arizona,,,,,,,,,,,,,,,,,
89834,All polls,806,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Sinema,45.0,Dem,McSally,44.0,Rep,senate,Class I,Arizona,,,,,,,,,,,,,,,,,
89833,All polls,666,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Bredesen,43.0,Dem,Blackburn,48.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
89838,All polls,806,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Bredesen,41.0,Dem,Blackburn,47.0,Rep,senate,Class I,Tennessee,,,,,,,,,,,,,,,,,
89830,All polls,695,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Donnelly,43.0,Dem,Braun,41.0,Rep,senate,Class I,Indiana,,Brenton,6.0,Lib,,,,,,,,,,,,,
89835,All polls,806,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Donnelly,41.0,Dem,Braun,40.0,Rep,senate,Class I,Indiana,,Brenton,6.0,Lib,,,,,,,,,,,,,
89831,All polls,683,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,McCaskill,43.0,Dem,Hawley,43.0,Rep,senate,Class I,Missouri,,O'Dear,4.0,Ind,Campbell,2.0,Lib,,Crain,1.0,Gre,,,,,,
89836,All polls,805,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,McCaskill,41.0,Dem,Hawley,41.0,Rep,senate,Class I,Missouri,,O'Dear,4.0,Ind,Campbell,2.0,Lib,,Crain,2.0,Gre,,,,,,
89839,All polls,683,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,McCaskill,46.0,Dem,Hawley,46.0,Rep,senate,Class I,Missouri,,,,,,,,,,,,,,,,,
89840,All polls,805,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,McCaskill,44.0,Dem,Hawley,44.0,Rep,senate,Class I,Missouri,,,,,,,,,,,,,,,,,
89832,All polls,704,lv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Heitkamp,41.0,Dem,Cramer,53.0,Rep,senate,Class I,North Dakota,,,,,,,,,,,,,,,,,
89837,All polls,801,rv,A,https://www.foxnews.com/politics/fox-news-poll-republicans-make-gains-in-top-senate-races,2018-10-03,2018-09-29,2018-10-02,Fox News,Heitkamp,41.0,Dem,Cramer,50.0,Rep,senate,Class I,North Dakota,,,,,,,,,,,,,,,,,
89869,All polls,600,lv,C-,https://us16.campaign-archive.com/?u=9bf3694525c49665013ebb230&id=2fbf52a5ab,2018-10-04,2018-09-29,2018-10-02,McLaughlin & Associates,McCaskill,44.0,Dem,Hawley,52.0,Rep,senate,Class I,Missouri,,,,,,,,REP,,,,,,,,,
89815,All polls,1058,lv,A-,https://poll.qu.edu/images/polling/nj/nj10032018_demos_nqxi76.pdf/,2018-10-03,2018-09-25,2018-10-02,Quinnipiac University,Menendez,53.0,Dem,Hugin,42.0,Rep,senate,Class I,New Jersey,,,,,,,,,,,,,,,,,
90474,All polls,513,rv,,http://files.kff.org/attachment/Topline-KFF-Election-Tracking-Poll-Health-Care-in-the-2018-Midterms,2018-10-18,2018-09-19,2018-10-02,Kaiser Family Foundation,Rosen,44.0,Dem,Heller,45.0,Rep,senate,Class I,Nevada,,,,,,,,,,,,,,,,,
90475,All polls,522,rv,,http://files.kff.org/attachment/Topline-KFF-Election-Tracking-Poll-Health-Care-in-the-2018-Midterms,2018-10-18,2018-09-19,2018-10-02,Kaiser Family Foundation,Nelson,48.0,Dem,Scott,45.0,Rep,senate,Class I,Florida,,,,,,,,,,,,,,,,,
89806,All polls,794,lv,,https://poppolling.com/wp-content/uploads/2018/10/NJ-Statewide-Topline-Results-Oct-2018.pdf,2018-10-03,2018-09-29,2018-10-01,Vox Populi Polling,Menendez,52.0,Dem,Hugin,48.0,Rep,senate,Class I,New Jersey,,,,,,,,,,,,,,,,,
89853,All polls,702,lv,,https://poppolling.com/wp-content/uploads/2018/10/AZ-Statewide-Survey-Topline-Oct-2018.pdf,2018-10-04,2018-09-29,2018-10-01,Vox Populi Polling,Sinema,49.0,Dem,McSally,52.0,Rep,senate,Class I,Arizona,,,,,,,,,,,,,,,,,
89854,All polls,869,lv,,https://poppolling.com/wp-content/uploads/2018/10/MO-Statewide-Survey-Topline-Oct-2018.pdf,2018-10-04,2018-09-29,2018-10-01,Vox Populi Polling,McCaskill,49.0,Dem,Hawley,51.0,Rep,senate,Class I,Missouri,,,,,,,,,,,,,,,,,
89681,All polls,2313,lv,B-,http://stpetepolls.org/files/StPetePolls_2018_State_GEN_GovSenate_September30_B83R.pdf,2018-10-01,2018-09-29,2018-09-30,St. Pete Polls,Nelson,47.4,Dem,Scott,46.7,Rep,senate,Class I,Florida,,,,,,,,,,,,,,,,,
